id,created_add,name,screen_name,full_text
40,2022-09-13 9:00:00,Cuestionario de Litwin y Stringer,@litwinstringer,Esta empresa mejorará el rendimiento por sí sola cuando los trabajadores estén contentos.
41,2022-09-13 9:00:00,Cuestionario de Litwin y Stringer,@litwinstringer,En esta empresa se valoran más las características personales del trabajador que su rendimiento en el trabajo.
42,2022-09-13 9:00:00,Cuestionario de Litwin y Stringer,@litwinstringer,En esta empresa las personas parecen darle mucha importancia al hecho de hacer bien su trabajo.
43,2022-09-13 9:00:00,Cuestionario de Litwin y Stringer,@litwinstringer,En esta empresa. la mejor manera de causar una buena impresión es evitar las discusiones y los desacuerdos.
44,2022-09-13 9:00:00,Cuestionario de Litwin y Stringer,@litwinstringer,La dirección estima que las discrepancias entre las distintas secciones y personas pueden ser útiles para la empresa.
45,2022-09-13 9:00:00,Cuestionario de Litwin y Stringer,@litwinstringer,En esta empresa se nos alienta para que digamos lo que pensamos. aunque estemos en desacuerdo con nuestros jefes.
46,2022-09-13 9:00:00,Cuestionario de Litwin y Stringer,@litwinstringer,En esta empresa no se toman en cuenta las distintas opiniones para llegar a un acuerdo.
47,2022-09-13 9:00:00,Cuestionario de Litwin y Stringer,@litwinstringer,Las personas están satisfechas de estar en esta empresa.
48,2022-09-13 9:00:00,Cuestionario de Litwin y Stringer,@litwinstringer,Siento que pertenezco a un grupo de trabajo que funciona bien.
49,2022-09-13 9:00:00,Cuestionario de Litwin y Stringer,@litwinstringer,Hasta donde yo me doy cuenta existe lealtad hacia la empresa.
50,2022-09-13 9:00:00,Cuestionario de Litwin y Stringer,@litwinstringer,En esta empresa la mayoría de las personas están más preocupadas de sus propios intereses.
51,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Las políticas de la empresa permiten delegar responsabilidades
52,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"En la empresa, cuando se delegan responsabilidades, tareas o decisiones existe la repetición y/o superposición de las mismas."
53,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Usualmente culmino las funciones que me delegan después del tiempo previsto.
54,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,El servicio brindado por la empresa es económicamente asequible al cliente.
55,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Las políticas de la empresa contribuyen a la generación de beneficios para la misma desacuerdo.
56,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,La remuneración que me brinda la empresa es competitiva frente a la diversidad de alternativas externas que se me pueda presentar.
57,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"La empresa se adapta adecuadamente a los cambios que se dan en el entorno externo (en elsentido financiero, comercial o tecnológico)."
58,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Los procedimientos de la empresa permiten que se obtengan resultados de la forma más simple posible, en vez de entrampar y complicar las operaciones."
59,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Cuando las cosas marchan bien, mi jefe sí delega responsabilidades, pero cuando existen emergencias, él se hace cargo de ellas, rechazando el consejo o el esfuerzo de los demás."
60,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"La participación en la empresa es entendida como la influencia de los empleados en la toma de decisiones, es decir, aportar información que le ayude a su jefe a tomar una mejor decisión."
61,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Las políticas de la empresa buscan fomentar y aprovechar las ideas de sus trabajadores respecto a temas relacionados con el trabajo que se realiza
62,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Mi jefe no permite la participación en la toma de decisiones porque cree que él mismo es capaz de tomarlas sin la ayuda de sus empleados.
63,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Comprendo claramente qué responsabilidades me han asignado.
64,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Mi equipo de trabajo tiene bien definidas las metas que esperan alcanzar.
65,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Conozco lo que recibiré de la empresa a cambio de mi trabajo, por ejemplo, conozco la remuneración económica que recibiré, las condiciones de seguridad social y laboral, vacaciones, etc."
66,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"La empresa se interesa por mi aprendizaje, que me lleve a desempeñar mejor las funciones que realizo actualmente."
67,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Las políticas de la empresa promueven el desarrollo de habilidades de sus empleados para realizar actividades distintas del trabajo ordinario.
68,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Se acostumbra estimular al trabajador mediante premios, por su buen trabajo, y se le corrige con castigos."
69,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Los trabajadores están buscando constantemente la forma de querer “sacarle la vuelta” al sistema de control existente.
70,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Existen grupos que utilizan el poder para hacer prevalecer sus intereses sobre otros grupos de la misma empresa.
71,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Estoy obligado a ejecutar acciones con las que no estoy de acuerdo7 y que no me permitan opinar al respecto.
72,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,En caso que la respuesta a la pregunta anterior sea positiva. Me siento indiferente al realizar estas acciones.
73,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Me delegan responsabilidades tomando en cuenta sólo mis capacidades, sin considerar factores como el interés por aprender que tengo."
74,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Considero interesante y atractiva la realización de las funciones que me toca desempeñar.
75,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Considero que la capacitación recibida me ha preparado para realizar adecuadamente las funciones que me toca desempeñar y aquellas que me han sido asignadas adicionalmente.
76,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"En la empresa se piensa que, para llegar a dominar una actividad sólo se necesita repetirla muchas veces, sin considerar otros factores como el interés por aprender del trabajador."
77,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Mi jefe se apoya en sus empleados dejándonos cierto margen para actuar y/o tomar decisiones buscando que desarrollemos capacidades y habilidades.
78,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Mi jefe al delegarme responsabilidades pone a mi disposición la información y los recursos necesarios sin colocar trabas para el desarrollo de éstas.
79,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"La empresa apoya la iniciativa que pudiéramos tener en el desempeño de nuestras funciones, aunque esto signifique que cometamos algunos errores al inicio; los cuales serán tolerados."
80,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Recibo reconocimientos por haber realizado un buen trabajo dentro de mi equipo.
81,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Frente a un problema, mi jefe me permite buscar y aportar alternativas de solución, sin decirme directamente qué es lo que tengo que hacer al respecto."
82,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Puedo conversar directamente con mi jefe acerca de mis ideas y de los problemas o limitaciones que pueda tener en llevarlas a cabo.
83,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Se reconocen mis logros cuando he innovado o introducido una nueva idea que dio resultado.
84,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Algunos son reconocidos por los logros que otros han alcanzado.
85,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Se acostumbra culpar a alguien por los errores que otras personas cometen.
86,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Se me informa si mi unidad o departamento está alcanzando los objetivos que esperaba lograr.
87,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Se informa a mi equipo de trabajo si ha alcanzando los objetivos que esperaba lograr.
88,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Mi jefe me informa acerca de las posibilidades de mi desarrollo futuro dentro de esta empresa.
89,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Mi jefe me estimula más al logro de mi autoperfeccionamiento, que a la búsqueda de la competencia con mis colegas."
90,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Mi jefe se reúne conmigo para conversar acerca de mi desarrollo dentro de la empresa y de los objetivos profesionales a largo plazo que tenga y considero provechosas estas reuniones.
91,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Mi jefe ve los errores que cometo como una oportunidad que se me presenta, para aprender a cómo hacer las cosas mejor."
92,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Mi jefe conoce las fortalezas y debilidades que tengo en el desempeño de mi trabajo.
93,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Mi jefe tiene confianza en la calidad técnica de mi trabajo.
94,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Mi jefe ejerce control con la manipulación de las personas que tiene a su cargo.
95,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Existe una lucha interna por el control de la empresa.
96,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Las personas son promovidas porque son competentes técnicamente, saben comprender a los demás y además tienen influencia sobre sus empleados."
97,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Las políticas de la empresa promueven comportamientos oportunistas para el logro de fines netamente personales.
98,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Las políticas de la empresa consideran como saludable la competencia entre unidades, departamentos, aun si a veces esto llega a generar conflictos en la empresa."
99,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"La causa principal por la que se sancionan a los trabajadores, en la empresa, es por ir contra las normas. ¿Está de acuerdo con esta causa?"
100,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Las políticas de la empresa incluyen procedimientos y recursos que nos protejan de injusticias en el trabajo, además de indicarnos a quién acudir o cómo denunciarlas, llevándose a la práctica estos procedimientos."
101,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"En mi actual puesto hago un trabajo reñido con sus principios, sintiéndome mal y desmotivado por ello."
102,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Las normas de la empresa se quedan en meras declaraciones verbales o escritas, sin ponerse en práctica."
103,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"La empresa brinda un servicio honesto, confiable y de calidad a sus clientes."
104,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"totalmente de acuerdo. Sí, estoy de acuerdo. Parcialmente de acuerdo."
105,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,La empresa es bien vista por la comunidad.
106,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Cuento con escaso apoyo para realizar las funciones que se me delegan.
107,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Mi jefe evita hacerse responsable de los problemas que puedan surgir de la decisión que yo haya tomado.
108,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"La actitud de mi jefe, si mi equipo de trabajo no cumple con los resultados esperados, es la de analizar en dialogo las causas del error."
109,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Mi jefe me permite influir en la toma de decisiones aportando con información, con la finalidad de ayudar a tomar una mejor decisión para todos, además de desarrollar mis capacidades y habilidades 59. Las funciones se desempeñan por determinación libre de los trabajadores."
110,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Puedo encontrar, a través de la comunicación, el sentido que tiene mi esfuerzo personal y cómo éste encaja y contribuye al progreso de la empresa."
111,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Se considera como una pérdida de tiempo, de parte nuestra, cuando se intenta apoyar a un compañero de trabajo que realmente está en serios aprietos."
112,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Se juzga como una pérdida de tiempo, de parte nuestra, cuando nos preocupamos por ayudar de la mejor manera a un cliente."
113,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Mi jefe dedica parte de su tiempo a enseñarme a valorar las consecuencias que mis acciones puedan tener en otras personas.
114,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Mi jefe directo propicia que yo enseñe, a las personas con las que tengo contacto, a valorar las consecuencias de sus acciones."
115,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Mi jefe valora, en su diario quehacer, las consecuencias que sus propias acciones puedan tener en otras personas."
116,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"El comportamiento de mi jefe, dentro de la empresa, es como un modelo que debe imitarse y seguir."
117,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Apoyaría a la empresa si se viera obligada, por distintos factores, a recortar incentivos económicos y beneficios."
118,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Las personas de distinto origen, género u otra diferencia física o cultural, siempre y cuando sean las más idóneas, tienen las mismas posibilidades para ser promocionadas (ascendidas)."
119,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Mi jefe reconoce sus errores.
120,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Se da trato diferente9 a las personas de acuerdo con su género, origen u otra forma de diferencia física o cultural."
121,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Las órdenes de mi jefe directo buscan, en el fondo, el beneficio de todos y que vale la pena cumplirlas."
122,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Me inspiran confianza los actuales directivos de la empresa y creo que tomarán decisiones pensando en nosotros, sin perjudicarnos."
123,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Mi jefe directo sacaría la cara por mí, si yo fuera culpado de un acto injusto que no haya cometido."
124,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Se busca que cada trabajador se controle a sí mismo, en vez de que siempre sea controlado por la empresa."
125,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,"Mi jefe ha utilizado el poder que su cargo le concede, para quitarme –o dejarme de dar– algo que me pertenecía por derecho."
126,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Mi jefe ha utilizado el poder que tiene en la empresa para satisfacer intereses personales.
127,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Mi jefe ha dejado de utilizar el poder que tiene en alguna situación que sí ameritaba el uso del mismo.
128,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,El poder que tienen los directivos en la empresa tiende a establecer restricciones innecesarias en la libertad de actuación de los empleados.
129,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,El uso del poder –por parte de los directivos– sacrifica el aprendizaje que los empleados pudieran obtener en la realización de sus funciones.
130,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Existen criterios de igualdad de oportunidades en el modo de asignar ascensos a los empleados.
131,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Es justa la remuneración que recibo por el trabajo que realizo 82. Existe desigualdad en la asignación de sueldos entre empleados que tienen un desempeño similar.
132,2022-09-13 9:00:00,Cuestionario Octógono,@perezlopez,Existe desigualdad en la asignación de sueldos entre empleados que tienen un desempeño similar.
133,2022-09-13 9:00:00,Cuestionario Garcia,@garcia,"Qué opinión  tiene de la empresa?,(o qué comentarios se le ocurren acerca de la empresa?)"
134,2022-09-13 9:00:00,Cuestionario Garcia,@garcia,Conoce usted los objetivos generales (a largo plazo) de la empresa?
135,2022-09-13 9:00:00,Cuestionario Garcia,@garcia,Ha participado usted en alguna forma en el enunciado de esos objetivos?
136,2022-09-13 9:00:00,Cuestionario Garcia,@garcia,Considera usted que el personal está comprometido con esos objetivos?
137,2022-09-13 9:00:00,Cuestionario Garcia,@garcia,Cómo percibe (o siente) usted el ambiente general?
138,2022-09-13 9:00:00,Cuestionario Garcia,@garcia,Siente usted presión en su trabajo?
139,2022-09-13 9:00:00,Cuestionario Garcia,@garcia,Participa usted en las decisiones que afectan a su cargo?
140,2022-09-13 9:00:00,Cuestionario Garcia,@garcia,Cómo califica las relaciones interpersonales?
141,2022-09-13 9:00:00,Cuestionario Garcia,@garcia,Cómo fluyen las comunicaciones?
142,2022-09-13 9:00:00,Cuestionario Garcia,@garcia,Cómo ve el trabajo en equipo (de grupo)?
143,2022-09-13 9:00:00,Cuestionario Garcia,@garcia,Cómo califica el estilo administrativo de su jefe directo?
144,2022-09-13 9:00:00,Cuestionario Garcia,@garcia,Considera usted que existe una evaluación sistemática del desempeño?
145,2022-09-13 9:00:00,Cuestionario Garcia,@garcia,Cómo considera usted que la empresa lo ha motivado (estimulado)?
146,2022-09-13 9:00:00,Cuestionario Garcia,@garcia,De qué forma adicional lo podrían estimular a usted específicamente?
147,2022-09-13 9:00:00,Cuestionario Garcia,@garcia,Considera usted que a través del trabajo que desempeña está alcanzando sus objetivos personales?
148,2022-09-13 9:00:00,Cuestionario Garcia,@garcia,Cómo se siente en la empresa?
149,2022-09-13 9:00:00,Cuestionario Garcia,@garcia,"Si en algún momento usted se ha sentido desmotivado, cuál ha sido la causa?"
150,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,"Cuál es el grado de conocimiento de la misión, de los objetivos, las políticas y estrategias de la organización?"
151,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,"La estructura organizacional permite realmente la integración de individuos y grupos, así como la agilización de los diversos procesos, con el fin de alcanzar la misión y los objetivos?"
152,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,"En todo lo relacionado directamente con su trabajo, tiene usted la posibilidad de informarse en forma oportuna y objetiva, opinar libremente y tomar parte en las decisiones?"
153,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,"Se siente Usted a gusto con las instalaciones de la organización, en especial con el sitio donde debe realizar su trabajo?"
154,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,"Las personas y las áreas interactúan positivamente y como un todo, con el fin de alcanzar de la mejor manera, la misión y los objetivos de la organización, antes que sus intereses personales o sectoriales."
155,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,"Cree usted que empresarios y empleados trabajan en relación estrecha y amistosa, con el fin de lograr, conjuntamente los mejores beneficios para todos?"
156,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,"Su jefe inmediato, es una persona motivante, receptiva, accesible, creativa, orientadora e impulsadora de las decisiones y acciones individuales y grupales?"
157,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,"Las decisiones que se toman en los grupos o comités a los cuales usted pertenece, se hacen mediante el consenso, que los mantiene unidos, en lugar de la votación o de la imposición de quienes tienen el poder de dividirlos?"
158,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,"Está usted ubicado en la organización en el trabajo que más le gusta y con funciones que le representan un desafío interesante para su realización personal, su creatividad y productividad?"
159,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,La organización estimula su formación personal y profesional en forma permanente?
160,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,"Los elementos o ayudas que usted utiliza diariamente al realizar sus labores, le permiten trabajar con comodidad, lograr calidad, a la vez que ser más creativo y productivo?"
161,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,Las relaciones interpersonales que se dan en la organización son realmente las mejores?
162,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,"Los trabajos que usted o su grupo reciben de otras personas u otros grupos para continuar con determinados procesos son, en general, trabajos de calidad, acordes con los requerimientos que usted(es) necesita (n) y oportunos?"
163,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,"Los conflictos que se presentan entre personas y entre grupos se solucionan oportunamente, procurando arreglos satisfactorios para las partes involucradas y el acercamiento entre ellas?"
164,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,"Tiene usted en la organización amplias posibilidades de expresarse positivamente, de manera informal?"
165,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,Brinda la organización la estabilidad laboral necesaria para que sus empleados desempeñen su trabajo con la suficiente tranquilidad?
166,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,"A las personas que se distinguen en la organización, por ejemplo por su creatividad, su productividad, la calidad de su trabajo, etc... se les valora, se les destaca o se les incentiva, en una u otra forma?"
167,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,Cree usted que el salario que recibe es una justa retribución por su trabajo?
168,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,"Cree usted que las normas, procedimientos, manuales, controles, etc... que se tienen en la organización son los estrictamente necesarios, como para permitirnos trabajar con agilidad?"
169,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,Son adecuados los sistemas de evaluación del desempeño de las personas en el trabajo?
170,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,"Tiene usted en la organización la posibilidad de dar y recibir feedback, con alguna frecuencia?"
171,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,"Cree usted que las personas recientemente vinculadas a la organización, además de contar con el talento necesario para realizar determinadas labores, se destacan por su calidad humana?"
172,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,Cree usted que la inducción que se realiza actualmente a las personas que se vinculan a la organización es la mejor?
173,2022-09-13 9:00:00,Cuestionario Hacia u Clima Gratificante,@alvarezlondoño,Cómo percibe usted la imagen de la organización?
223,2022-09-13 9:00:00,Cuestionario Mar Rivas,@maryrivas,Me siento orgulloso de pertenecer y trabajar para la empresa
224,2022-09-13 9:00:00,Cuestionario Mar Rivas,@maryrivas,Me siento parte integral de mi equipo de trabajo
225,2022-09-13 9:00:00,Cuestionario Mar Rivas,@maryrivas,Me siento a gusto con el trabajo que realizo
226,2022-09-13 9:00:00,Cuestionario Mar Rivas,@maryrivas,Veo a la empresa como algo que me pertenece y respeto
